SITENAME,Longitude,Latitude,species,group,RDB
89_FV Jami Lynn Burned and Sank,-83.25,27.5833333333333,Pseudorca crassidens,mammal_marine,NT
89_FV Jami Lynn Burned and Sank,-83.25,27.5833333333333,Pseudorca crassidens,mammal_marine,NT
89_FV Jami Lynn Burned and Sank,-83.25,27.5833333333333,Tursiops aduncus,mammal_marine,NT
89_FV Jami Lynn Burned and Sank,-83.25,27.5833333333333,Tursiops aduncus,mammal_marine,NT
90_Spill unspecified,-89.25,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
90_Spill unspecified,-89.25,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
90_Spill unspecified,-89.25,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
90_Spill unspecified,-89.25,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
91_Platform unspecified,-90.4166666666667,29.25,Eubalaena glacialis,mammal_marine,CR
91_Platform unspecified,-90.4166666666667,29.25,Eubalaena glacialis,mammal_marine,CR
91_Platform unspecified,-90.4166666666667,29.25,Physeter macrocephalus,mammal_marine,VU
91_Platform unspecified,-90.4166666666667,29.25,Physeter macrocephalus,mammal_marine,VU
91_Platform unspecified,-90.4166666666667,29.25,Pseudorca crassidens,mammal_marine,NT
91_Platform unspecified,-90.4166666666667,29.25,Pseudorca crassidens,mammal_marine,NT
92_Pipeline unspecified,-89.9166666666667,29.25,Eubalaena glacialis,mammal_marine,CR
92_Pipeline unspecified,-89.9166666666667,29.25,Eubalaena glacialis,mammal_marine,CR
92_Pipeline unspecified,-89.9166666666667,29.25,Physeter macrocephalus,mammal_marine,VU
92_Pipeline unspecified,-89.9166666666667,29.25,Physeter macrocephalus,mammal_marine,VU
92_Pipeline unspecified,-89.9166666666667,29.25,Pseudorca crassidens,mammal_marine,NT
92_Pipeline unspecified,-89.9166666666667,29.25,Pseudorca crassidens,mammal_marine,NT
92_Pipeline unspecified,-89.9166666666667,29.25,Tursiops aduncus,mammal_marine,NT
92_Pipeline unspecified,-89.9166666666667,29.25,Tursiops aduncus,mammal_marine,NT
93_OSV Lee III,-89.25,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
93_OSV Lee III,-89.25,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
93_OSV Lee III,-89.25,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
93_OSV Lee III,-89.25,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
94_Pipeline Mississippi Block 69,-89.0833333333333,29.25,Eubalaena glacialis,mammal_marine,CR
94_Pipeline Mississippi Block 69,-89.0833333333333,29.25,Eubalaena glacialis,mammal_marine,CR
94_Pipeline Mississippi Block 69,-89.0833333333333,29.25,Physeter macrocephalus,mammal_marine,VU
94_Pipeline Mississippi Block 69,-89.0833333333333,29.25,Physeter macrocephalus,mammal_marine,VU
94_Pipeline Mississippi Block 69,-89.0833333333333,29.25,Pseudorca crassidens,mammal_marine,NT
94_Pipeline Mississippi Block 69,-89.0833333333333,29.25,Pseudorca crassidens,mammal_marine,NT
94_Pipeline Mississippi Block 69,-89.0833333333333,29.25,Tursiops aduncus,mammal_marine,NT
94_Pipeline Mississippi Block 69,-89.0833333333333,29.25,Tursiops aduncus,mammal_marine,NT
95_Vicuna,-48.4166666666667,-25.4166666666667,Phocoena spinipinnis,mammal_marine,NT
95_Vicuna,-48.4166666666667,-25.4166666666667,Phocoena spinipinnis,mammal_marine,NT
95_Vicuna,-48.4166666666667,-25.4166666666667,Pontoporia blainvillei,mammal_marine,VU
95_Vicuna,-48.4166666666667,-25.4166666666667,Pontoporia blainvillei,mammal_marine,VU
95_Vicuna,-48.4166666666667,-25.4166666666667,Pseudorca crassidens,mammal_marine,NT
95_Vicuna,-48.4166666666667,-25.4166666666667,Pseudorca crassidens,mammal_marine,NT
95_Vicuna,-48.4166666666667,-25.4166666666667,Tursiops aduncus,mammal_marine,NT
95_Vicuna,-48.4166666666667,-25.4166666666667,Tursiops aduncus,mammal_marine,NT
96_FV Miss Dottie,-80.75,24.5833333333333,Pseudorca crassidens,mammal_marine,NT
96_FV Miss Dottie,-80.75,24.5833333333333,Pseudorca crassidens,mammal_marine,NT
96_FV Miss Dottie,-80.75,24.5833333333333,Tursiops aduncus,mammal_marine,NT
96_FV Miss Dottie,-80.75,24.5833333333333,Tursiops aduncus,mammal_marine,NT
97_Commonwealth Oil Refining Company,-66.75,17.9166666666667,Balaenoptera musculus,mammal_marine,EN
97_Commonwealth Oil Refining Company,-66.75,17.9166666666667,Balaenoptera musculus,mammal_marine,EN
97_Commonwealth Oil Refining Company,-66.75,17.9166666666667,Physeter macrocephalus,mammal_marine,VU
97_Commonwealth Oil Refining Company,-66.75,17.9166666666667,Physeter macrocephalus,mammal_marine,VU
97_Commonwealth Oil Refining Company,-66.75,17.9166666666667,Pseudorca crassidens,mammal_marine,NT
97_Commonwealth Oil Refining Company,-66.75,17.9166666666667,Pseudorca crassidens,mammal_marine,NT
97_Commonwealth Oil Refining Company,-66.75,17.9166666666667,Tursiops aduncus,mammal_marine,NT
97_Commonwealth Oil Refining Company,-66.75,17.9166666666667,Tursiops aduncus,mammal_marine,NT
98_Grand Isle Pipeline,-89.9166666666667,29.25,Eubalaena glacialis,mammal_marine,CR
98_Grand Isle Pipeline,-89.9166666666667,29.25,Eubalaena glacialis,mammal_marine,CR
98_Grand Isle Pipeline,-89.9166666666667,29.25,Physeter macrocephalus,mammal_marine,VU
98_Grand Isle Pipeline,-89.9166666666667,29.25,Physeter macrocephalus,mammal_marine,VU
98_Grand Isle Pipeline,-89.9166666666667,29.25,Pseudorca crassidens,mammal_marine,NT
98_Grand Isle Pipeline,-89.9166666666667,29.25,Pseudorca crassidens,mammal_marine,NT
98_Grand Isle Pipeline,-89.9166666666667,29.25,Tursiops aduncus,mammal_marine,NT
98_Grand Isle Pipeline,-89.9166666666667,29.25,Tursiops aduncus,mammal_marine,NT
99_Hurricane Katrina,-89.4166666666667,29.25,Eubalaena glacialis,mammal_marine,CR
99_Hurricane Katrina,-89.4166666666667,29.25,Eubalaena glacialis,mammal_marine,CR
99_Hurricane Katrina,-89.4166666666667,29.25,Physeter macrocephalus,mammal_marine,VU
99_Hurricane Katrina,-89.4166666666667,29.25,Physeter macrocephalus,mammal_marine,VU
99_Hurricane Katrina,-89.4166666666667,29.25,Pseudorca crassidens,mammal_marine,NT
99_Hurricane Katrina,-89.4166666666667,29.25,Pseudorca crassidens,mammal_marine,NT
100_FV Captain Chance,-82.9166666666667,28.0833333333333,Eubalaena glacialis,mammal_marine,CR
100_FV Captain Chance,-82.9166666666667,28.0833333333333,Eubalaena glacialis,mammal_marine,CR
100_FV Captain Chance,-82.9166666666667,28.0833333333333,Physeter macrocephalus,mammal_marine,VU
100_FV Captain Chance,-82.9166666666667,28.0833333333333,Physeter macrocephalus,mammal_marine,VU
100_FV Captain Chance,-82.9166666666667,28.0833333333333,Pseudorca crassidens,mammal_marine,NT
100_FV Captain Chance,-82.9166666666667,28.0833333333333,Pseudorca crassidens,mammal_marine,NT
100_FV Captain Chance,-82.9166666666667,28.0833333333333,Tursiops aduncus,mammal_marine,NT
100_FV Captain Chance,-82.9166666666667,28.0833333333333,Tursiops aduncus,mammal_marine,NT
101_OSV Gulf Dream,-89.0833333333333,29.4166666666667,Eubalaena glacialis,mammal_marine,CR
101_OSV Gulf Dream,-89.0833333333333,29.4166666666667,Eubalaena glacialis,mammal_marine,CR
101_OSV Gulf Dream,-89.0833333333333,29.4166666666667,Physeter macrocephalus,mammal_marine,VU
101_OSV Gulf Dream,-89.0833333333333,29.4166666666667,Physeter macrocephalus,mammal_marine,VU
101_OSV Gulf Dream,-89.0833333333333,29.4166666666667,Pseudorca crassidens,mammal_marine,NT
101_OSV Gulf Dream,-89.0833333333333,29.4166666666667,Pseudorca crassidens,mammal_marine,NT
101_OSV Gulf Dream,-89.0833333333333,29.4166666666667,Tursiops aduncus,mammal_marine,NT
101_OSV Gulf Dream,-89.0833333333333,29.4166666666667,Tursiops aduncus,mammal_marine,NT
102_Port Manatee Cruise Terminal,-82.5833333333333,27.5833333333333,Eubalaena glacialis,mammal_marine,CR
102_Port Manatee Cruise Terminal,-82.5833333333333,27.5833333333333,Eubalaena glacialis,mammal_marine,CR
102_Port Manatee Cruise Terminal,-82.5833333333333,27.5833333333333,Physeter macrocephalus,mammal_marine,VU
102_Port Manatee Cruise Terminal,-82.5833333333333,27.5833333333333,Physeter macrocephalus,mammal_marine,VU
102_Port Manatee Cruise Terminal,-82.5833333333333,27.5833333333333,Pseudorca crassidens,mammal_marine,NT
102_Port Manatee Cruise Terminal,-82.5833333333333,27.5833333333333,Pseudorca crassidens,mammal_marine,NT
102_Port Manatee Cruise Terminal,-82.5833333333333,27.5833333333333,Tursiops aduncus,mammal_marine,NT
102_Port Manatee Cruise Terminal,-82.5833333333333,27.5833333333333,Tursiops aduncus,mammal_marine,NT
103_MV Vagabond,-64.4166666666667,18.4166666666667,Balaenoptera musculus,mammal_marine,EN
103_MV Vagabond,-64.4166666666667,18.4166666666667,Balaenoptera musculus,mammal_marine,EN
103_MV Vagabond,-64.4166666666667,18.4166666666667,Physeter macrocephalus,mammal_marine,VU
103_MV Vagabond,-64.4166666666667,18.4166666666667,Physeter macrocephalus,mammal_marine,VU
103_MV Vagabond,-64.4166666666667,18.4166666666667,Pseudorca crassidens,mammal_marine,NT
103_MV Vagabond,-64.4166666666667,18.4166666666667,Pseudorca crassidens,mammal_marine,NT
103_MV Vagabond,-64.4166666666667,18.4166666666667,Tursiops aduncus,mammal_marine,NT
103_MV Vagabond,-64.4166666666667,18.4166666666667,Tursiops aduncus,mammal_marine,NT
104_Grand Bay Pipeline,-89.25,29.25,Eubalaena glacialis,mammal_marine,CR
104_Grand Bay Pipeline,-89.25,29.25,Eubalaena glacialis,mammal_marine,CR
104_Grand Bay Pipeline,-89.25,29.25,Physeter macrocephalus,mammal_marine,VU
104_Grand Bay Pipeline,-89.25,29.25,Physeter macrocephalus,mammal_marine,VU
104_Grand Bay Pipeline,-89.25,29.25,Pseudorca crassidens,mammal_marine,NT
104_Grand Bay Pipeline,-89.25,29.25,Pseudorca crassidens,mammal_marine,NT
105_Tug Bret Hunter,-88.9166666666667,29.75,Eubalaena glacialis,mammal_marine,CR
105_Tug Bret Hunter,-88.9166666666667,29.75,Eubalaena glacialis,mammal_marine,CR
105_Tug Bret Hunter,-88.9166666666667,29.75,Physeter macrocephalus,mammal_marine,VU
105_Tug Bret Hunter,-88.9166666666667,29.75,Physeter macrocephalus,mammal_marine,VU
105_Tug Bret Hunter,-88.9166666666667,29.75,Pseudorca crassidens,mammal_marine,NT
105_Tug Bret Hunter,-88.9166666666667,29.75,Pseudorca crassidens,mammal_marine,NT
105_Tug Bret Hunter,-88.9166666666667,29.75,Tursiops aduncus,mammal_marine,NT
105_Tug Bret Hunter,-88.9166666666667,29.75,Tursiops aduncus,mammal_marine,NT
106_MV Supe,-80.75,-3.58333333333333,Balaenoptera musculus,mammal_marine,EN
106_MV Supe,-80.75,-3.58333333333333,Balaenoptera musculus,mammal_marine,EN
106_MV Supe,-80.75,-3.58333333333333,Physeter macrocephalus,mammal_marine,VU
106_MV Supe,-80.75,-3.58333333333333,Physeter macrocephalus,mammal_marine,VU
106_MV Supe,-80.75,-3.58333333333333,Pseudorca crassidens,mammal_marine,NT
106_MV Supe,-80.75,-3.58333333333333,Pseudorca crassidens,mammal_marine,NT
107_Barge DM932,-90.0833333333333,30.0833333333333,Physeter macrocephalus,mammal_marine,VU
107_Barge DM932,-90.0833333333333,30.0833333333333,Physeter macrocephalus,mammal_marine,VU
107_Barge DM932,-90.0833333333333,30.0833333333333,Pseudorca crassidens,mammal_marine,NT
107_Barge DM932,-90.0833333333333,30.0833333333333,Pseudorca crassidens,mammal_marine,NT
108_Tank Battery Hurricane Gustav,-89.4166666666667,29.75,Eubalaena glacialis,mammal_marine,CR
108_Tank Battery Hurricane Gustav,-89.4166666666667,29.75,Eubalaena glacialis,mammal_marine,CR
108_Tank Battery Hurricane Gustav,-89.4166666666667,29.75,Physeter macrocephalus,mammal_marine,VU
108_Tank Battery Hurricane Gustav,-89.4166666666667,29.75,Physeter macrocephalus,mammal_marine,VU
108_Tank Battery Hurricane Gustav,-89.4166666666667,29.75,Pseudorca crassidens,mammal_marine,NT
108_Tank Battery Hurricane Gustav,-89.4166666666667,29.75,Pseudorca crassidens,mammal_marine,NT
109_Army Terminal Pipeline,-66.0833333333333,18.4166666666667,Balaenoptera musculus,mammal_marine,EN
109_Army Terminal Pipeline,-66.0833333333333,18.4166666666667,Balaenoptera musculus,mammal_marine,EN
109_Army Terminal Pipeline,-66.0833333333333,18.4166666666667,Pseudorca crassidens,mammal_marine,NT
109_Army Terminal Pipeline,-66.0833333333333,18.4166666666667,Pseudorca crassidens,mammal_marine,NT
109_Army Terminal Pipeline,-66.0833333333333,18.4166666666667,Tursiops aduncus,mammal_marine,NT
109_Army Terminal Pipeline,-66.0833333333333,18.4166666666667,Tursiops aduncus,mammal_marine,NT
110_Wellhead Failure,-90.0833333333333,29.5833333333333,Physeter macrocephalus,mammal_marine,VU
110_Wellhead Failure,-90.0833333333333,29.5833333333333,Physeter macrocephalus,mammal_marine,VU
110_Wellhead Failure,-90.0833333333333,29.5833333333333,Pseudorca crassidens,mammal_marine,NT
110_Wellhead Failure,-90.0833333333333,29.5833333333333,Pseudorca crassidens,mammal_marine,NT
111_PB Platform Pipeline,-88.5833333333333,28.25,Physeter macrocephalus,mammal_marine,VU
111_PB Platform Pipeline,-88.5833333333333,28.25,Physeter macrocephalus,mammal_marine,VU
111_PB Platform Pipeline,-88.5833333333333,28.25,Pseudorca crassidens,mammal_marine,NT
111_PB Platform Pipeline,-88.5833333333333,28.25,Pseudorca crassidens,mammal_marine,NT
112_FV Maranatha Tug Mary L Collision,-82.5833333333333,27.5833333333333,Eubalaena glacialis,mammal_marine,CR
112_FV Maranatha Tug Mary L Collision,-82.5833333333333,27.5833333333333,Eubalaena glacialis,mammal_marine,CR
112_FV Maranatha Tug Mary L Collision,-82.5833333333333,27.5833333333333,Physeter macrocephalus,mammal_marine,VU
112_FV Maranatha Tug Mary L Collision,-82.5833333333333,27.5833333333333,Physeter macrocephalus,mammal_marine,VU
112_FV Maranatha Tug Mary L Collision,-82.5833333333333,27.5833333333333,Pseudorca crassidens,mammal_marine,NT
112_FV Maranatha Tug Mary L Collision,-82.5833333333333,27.5833333333333,Pseudorca crassidens,mammal_marine,NT
112_FV Maranatha Tug Mary L Collision,-82.5833333333333,27.5833333333333,Tursiops aduncus,mammal_marine,NT
112_FV Maranatha Tug Mary L Collision,-82.5833333333333,27.5833333333333,Tursiops aduncus,mammal_marine,NT
113_MV Dunlin Arrow,-69.75,20.5833333333333,Balaenoptera musculus,mammal_marine,EN
113_MV Dunlin Arrow,-69.75,20.5833333333333,Balaenoptera musculus,mammal_marine,EN
113_MV Dunlin Arrow,-69.75,20.5833333333333,Physeter macrocephalus,mammal_marine,VU
113_MV Dunlin Arrow,-69.75,20.5833333333333,Physeter macrocephalus,mammal_marine,VU
113_MV Dunlin Arrow,-69.75,20.5833333333333,Pseudorca crassidens,mammal_marine,NT
113_MV Dunlin Arrow,-69.75,20.5833333333333,Pseudorca crassidens,mammal_marine,NT
113_MV Dunlin Arrow,-69.75,20.5833333333333,Tursiops aduncus,mammal_marine,NT
113_MV Dunlin Arrow,-69.75,20.5833333333333,Tursiops aduncus,mammal_marine,NT
114_Diversified Environmental Services,-82.4166666666667,27.9166666666667,Physeter macrocephalus,mammal_marine,VU
114_Diversified Environmental Services,-82.4166666666667,27.9166666666667,Physeter macrocephalus,mammal_marine,VU
114_Diversified Environmental Services,-82.4166666666667,27.9166666666667,Pseudorca crassidens,mammal_marine,NT
114_Diversified Environmental Services,-82.4166666666667,27.9166666666667,Pseudorca crassidens,mammal_marine,NT
114_Diversified Environmental Services,-82.4166666666667,27.9166666666667,Tursiops aduncus,mammal_marine,NT
114_Diversified Environmental Services,-82.4166666666667,27.9166666666667,Tursiops aduncus,mammal_marine,NT
115_Pipeline-2,-90.9166666666667,28.75,Eubalaena glacialis,mammal_marine,CR
115_Pipeline-2,-90.9166666666667,28.75,Eubalaena glacialis,mammal_marine,CR
115_Pipeline-2,-90.9166666666667,28.75,Physeter macrocephalus,mammal_marine,VU
115_Pipeline-2,-90.9166666666667,28.75,Physeter macrocephalus,mammal_marine,VU
115_Pipeline-2,-90.9166666666667,28.75,Pseudorca crassidens,mammal_marine,NT
115_Pipeline-2,-90.9166666666667,28.75,Pseudorca crassidens,mammal_marine,NT
115_Pipeline-2,-90.9166666666667,28.75,Tursiops aduncus,mammal_marine,NT
115_Pipeline-2,-90.9166666666667,28.75,Tursiops aduncus,mammal_marine,NT
116_Helicopter release,-157.083333333333,21.0833333333333,Balaenoptera musculus,mammal_marine,EN
116_Helicopter release,-157.083333333333,21.0833333333333,Balaenoptera musculus,mammal_marine,EN
116_Helicopter release,-157.083333333333,21.0833333333333,Physeter macrocephalus,mammal_marine,VU
116_Helicopter release,-157.083333333333,21.0833333333333,Physeter macrocephalus,mammal_marine,VU
116_Helicopter release,-157.083333333333,21.0833333333333,Pseudorca crassidens,mammal_marine,NT
116_Helicopter release,-157.083333333333,21.0833333333333,Pseudorca crassidens,mammal_marine,NT
117_OSV Southern Dancer,-90.25,29.0833333333333,Eubalaena glacialis,mammal_marine,CR
117_OSV Southern Dancer,-90.25,29.0833333333333,Eubalaena glacialis,mammal_marine,CR
117_OSV Southern Dancer,-90.25,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
117_OSV Southern Dancer,-90.25,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
117_OSV Southern Dancer,-90.25,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
117_OSV Southern Dancer,-90.25,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
117_OSV Southern Dancer,-90.25,29.0833333333333,Tursiops aduncus,mammal_marine,NT
117_OSV Southern Dancer,-90.25,29.0833333333333,Tursiops aduncus,mammal_marine,NT
118_Caribbean Petroleum Corporation (CAPECO),-66.0833333333333,18.4166666666667,Balaenoptera musculus,mammal_marine,EN
118_Caribbean Petroleum Corporation (CAPECO),-66.0833333333333,18.4166666666667,Balaenoptera musculus,mammal_marine,EN
118_Caribbean Petroleum Corporation (CAPECO),-66.0833333333333,18.4166666666667,Pseudorca crassidens,mammal_marine,NT
118_Caribbean Petroleum Corporation (CAPECO),-66.0833333333333,18.4166666666667,Pseudorca crassidens,mammal_marine,NT
118_Caribbean Petroleum Corporation (CAPECO),-66.0833333333333,18.4166666666667,Tursiops aduncus,mammal_marine,NT
118_Caribbean Petroleum Corporation (CAPECO),-66.0833333333333,18.4166666666667,Tursiops aduncus,mammal_marine,NT
119_TV Titan Express,-80.25,25.75,Eubalaena glacialis,mammal_marine,CR
119_TV Titan Express,-80.25,25.75,Eubalaena glacialis,mammal_marine,CR
119_TV Titan Express,-80.25,25.75,Physeter macrocephalus,mammal_marine,VU
119_TV Titan Express,-80.25,25.75,Physeter macrocephalus,mammal_marine,VU
119_TV Titan Express,-80.25,25.75,Pseudorca crassidens,mammal_marine,NT
119_TV Titan Express,-80.25,25.75,Pseudorca crassidens,mammal_marine,NT
119_TV Titan Express,-80.25,25.75,Tursiops aduncus,mammal_marine,NT
119_TV Titan Express,-80.25,25.75,Tursiops aduncus,mammal_marine,NT
120_Capt Mike,-88.9166666666667,29.4166666666667,Eubalaena glacialis,mammal_marine,CR
120_Capt Mike,-88.9166666666667,29.4166666666667,Eubalaena glacialis,mammal_marine,CR
120_Capt Mike,-88.9166666666667,29.4166666666667,Physeter macrocephalus,mammal_marine,VU
120_Capt Mike,-88.9166666666667,29.4166666666667,Physeter macrocephalus,mammal_marine,VU
120_Capt Mike,-88.9166666666667,29.4166666666667,Pseudorca crassidens,mammal_marine,NT
120_Capt Mike,-88.9166666666667,29.4166666666667,Pseudorca crassidens,mammal_marine,NT
120_Capt Mike,-88.9166666666667,29.4166666666667,Tursiops aduncus,mammal_marine,NT
120_Capt Mike,-88.9166666666667,29.4166666666667,Tursiops aduncus,mammal_marine,NT
121_Pipeline-3,-89.25,29.25,Eubalaena glacialis,mammal_marine,CR
121_Pipeline-3,-89.25,29.25,Eubalaena glacialis,mammal_marine,CR
121_Pipeline-3,-89.25,29.25,Physeter macrocephalus,mammal_marine,VU
121_Pipeline-3,-89.25,29.25,Physeter macrocephalus,mammal_marine,VU
121_Pipeline-3,-89.25,29.25,Pseudorca crassidens,mammal_marine,NT
121_Pipeline-3,-89.25,29.25,Pseudorca crassidens,mammal_marine,NT
122_Deepwater Horizon Well Head,-88.4166666666667,28.75,Physeter macrocephalus,mammal_marine,VU
122_Deepwater Horizon Well Head,-88.4166666666667,28.75,Physeter macrocephalus,mammal_marine,VU
122_Deepwater Horizon Well Head,-88.4166666666667,28.75,Pseudorca crassidens,mammal_marine,NT
122_Deepwater Horizon Well Head,-88.4166666666667,28.75,Pseudorca crassidens,mammal_marine,NT
123_MV Miss Maridith,-80.0833333333333,25.4166666666667,Pseudorca crassidens,mammal_marine,NT
123_MV Miss Maridith,-80.0833333333333,25.4166666666667,Pseudorca crassidens,mammal_marine,NT
123_MV Miss Maridith,-80.0833333333333,25.4166666666667,Tursiops aduncus,mammal_marine,NT
123_MV Miss Maridith,-80.0833333333333,25.4166666666667,Tursiops aduncus,mammal_marine,NT
124_FV Miss Kaitlin,-80.75,28.25,Eubalaena glacialis,mammal_marine,CR
124_FV Miss Kaitlin,-80.75,28.25,Eubalaena glacialis,mammal_marine,CR
124_FV Miss Kaitlin,-80.75,28.25,Physeter macrocephalus,mammal_marine,VU
124_FV Miss Kaitlin,-80.75,28.25,Physeter macrocephalus,mammal_marine,VU
124_FV Miss Kaitlin,-80.75,28.25,Pseudorca crassidens,mammal_marine,NT
124_FV Miss Kaitlin,-80.75,28.25,Pseudorca crassidens,mammal_marine,NT
124_FV Miss Kaitlin,-80.75,28.25,Tursiops aduncus,mammal_marine,NT
124_FV Miss Kaitlin,-80.75,28.25,Tursiops aduncus,mammal_marine,NT
125_Dock Spill,-80.5833333333333,28.4166666666667,Eubalaena glacialis,mammal_marine,CR
125_Dock Spill,-80.5833333333333,28.4166666666667,Eubalaena glacialis,mammal_marine,CR
125_Dock Spill,-80.5833333333333,28.4166666666667,Physeter macrocephalus,mammal_marine,VU
125_Dock Spill,-80.5833333333333,28.4166666666667,Physeter macrocephalus,mammal_marine,VU
125_Dock Spill,-80.5833333333333,28.4166666666667,Pseudorca crassidens,mammal_marine,NT
125_Dock Spill,-80.5833333333333,28.4166666666667,Pseudorca crassidens,mammal_marine,NT
125_Dock Spill,-80.5833333333333,28.4166666666667,Tursiops aduncus,mammal_marine,NT
125_Dock Spill,-80.5833333333333,28.4166666666667,Tursiops aduncus,mammal_marine,NT
126_Cedyco Manila Village Pipeline,-89.9166666666667,29.5833333333333,Eubalaena glacialis,mammal_marine,CR
126_Cedyco Manila Village Pipeline,-89.9166666666667,29.5833333333333,Eubalaena glacialis,mammal_marine,CR
126_Cedyco Manila Village Pipeline,-89.9166666666667,29.5833333333333,Physeter macrocephalus,mammal_marine,VU
126_Cedyco Manila Village Pipeline,-89.9166666666667,29.5833333333333,Physeter macrocephalus,mammal_marine,VU
126_Cedyco Manila Village Pipeline,-89.9166666666667,29.5833333333333,Pseudorca crassidens,mammal_marine,NT
126_Cedyco Manila Village Pipeline,-89.9166666666667,29.5833333333333,Pseudorca crassidens,mammal_marine,NT
127_Offshore Well Head,-93.5833333333333,29.75,Eubalaena glacialis,mammal_marine,CR
127_Offshore Well Head,-93.5833333333333,29.75,Eubalaena glacialis,mammal_marine,CR
127_Offshore Well Head,-93.5833333333333,29.75,Physeter macrocephalus,mammal_marine,VU
127_Offshore Well Head,-93.5833333333333,29.75,Physeter macrocephalus,mammal_marine,VU
127_Offshore Well Head,-93.5833333333333,29.75,Pseudorca crassidens,mammal_marine,NT
127_Offshore Well Head,-93.5833333333333,29.75,Pseudorca crassidens,mammal_marine,NT
127_Offshore Well Head,-93.5833333333333,29.75,Tursiops aduncus,mammal_marine,NT
127_Offshore Well Head,-93.5833333333333,29.75,Tursiops aduncus,mammal_marine,NT
128_Pipeline-4,-89.4166666666667,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
128_Pipeline-4,-89.4166666666667,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
128_Pipeline-4,-89.4166666666667,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
128_Pipeline-4,-89.4166666666667,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
128_Pipeline-4,-89.4166666666667,29.0833333333333,Tursiops aduncus,mammal_marine,NT
128_Pipeline-4,-89.4166666666667,29.0833333333333,Tursiops aduncus,mammal_marine,NT
129_Energy 21 Pipeline,-89.75,29.0833333333333,Eubalaena glacialis,mammal_marine,CR
129_Energy 21 Pipeline,-89.75,29.0833333333333,Eubalaena glacialis,mammal_marine,CR
129_Energy 21 Pipeline,-89.75,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
129_Energy 21 Pipeline,-89.75,29.0833333333333,Physeter macrocephalus,mammal_marine,VU
129_Energy 21 Pipeline,-89.75,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
129_Energy 21 Pipeline,-89.75,29.0833333333333,Pseudorca crassidens,mammal_marine,NT
129_Energy 21 Pipeline,-89.75,29.0833333333333,Tursiops aduncus,mammal_marine,NT
129_Energy 21 Pipeline,-89.75,29.0833333333333,Tursiops aduncus,mammal_marine,NT
130_Hansa Berlin,-82.75,23.0833333333333,Physeter macrocephalus,mammal_marine,VU
130_Hansa Berlin,-82.75,23.0833333333333,Physeter macrocephalus,mammal_marine,VU
130_Hansa Berlin,-82.75,23.0833333333333,Pseudorca crassidens,mammal_marine,NT
130_Hansa Berlin,-82.75,23.0833333333333,Pseudorca crassidens,mammal_marine,NT
131_Tug Miss Melinda,-89.5833333333333,29.25,Eubalaena glacialis,mammal_marine,CR
131_Tug Miss Melinda,-89.5833333333333,29.25,Eubalaena glacialis,mammal_marine,CR
131_Tug Miss Melinda,-89.5833333333333,29.25,Physeter macrocephalus,mammal_marine,VU
131_Tug Miss Melinda,-89.5833333333333,29.25,Physeter macrocephalus,mammal_marine,VU
131_Tug Miss Melinda,-89.5833333333333,29.25,Pseudorca crassidens,mammal_marine,NT
131_Tug Miss Melinda,-89.5833333333333,29.25,Pseudorca crassidens,mammal_marine,NT
131_Tug Miss Melinda,-89.5833333333333,29.25,Tursiops aduncus,mammal_marine,NT
131_Tug Miss Melinda,-89.5833333333333,29.25,Tursiops aduncus,mammal_marine,NT
132_MV Matthew I,-65.4166666666667,16.75,Physeter macrocephalus,mammal_marine,VU
132_MV Matthew I,-65.4166666666667,16.75,Physeter macrocephalus,mammal_marine,VU
132_MV Matthew I,-65.4166666666667,16.75,Pseudorca crassidens,mammal_marine,NT
132_MV Matthew I,-65.4166666666667,16.75,Pseudorca crassidens,mammal_marine,NT
133_Hercules 265 Well Head,-90.5833333333333,28.4166666666667,Eubalaena glacialis,mammal_marine,CR
133_Hercules 265 Well Head,-90.5833333333333,28.4166666666667,Eubalaena glacialis,mammal_marine,CR
133_Hercules 265 Well Head,-90.5833333333333,28.4166666666667,Physeter macrocephalus,mammal_marine,VU
133_Hercules 265 Well Head,-90.5833333333333,28.4166666666667,Physeter macrocephalus,mammal_marine,VU
133_Hercules 265 Well Head,-90.5833333333333,28.4166666666667,Pseudorca crassidens,mammal_marine,NT
133_Hercules 265 Well Head,-90.5833333333333,28.4166666666667,Pseudorca crassidens,mammal_marine,NT
133_Hercules 265 Well Head,-90.5833333333333,28.4166666666667,Tursiops aduncus,mammal_marine,NT
