x,y,land_area,Biodiversity Importance (Marine Integrated),Marine Intactness (2013),Biodiversity Importance (Marine Fish),Biodiversity Importance (Marine Crustacean),Biodiversity Importance (Shell),Biodiversity Importance (Seabird),Biodiversity Importance (Marine Mammal),Biodiversity Importance (Marine Algae),Biodiversity Importance (Coral),Biodiversity Importance (Marine Reptile),Marine Fish Species Richness,Marine Crustacean Species Richness,Shell Species Richness,Seabird Species Richness,Marine Mammal Species Richness,Marine Algae Species Richness,Coral Species Richness,Marine Reptile Species Richness,Biodiversity Importance (Marine Integrated) (Rank Percentile),Marine Intactness (2013) (Rank Percentile),Biodiversity Importance (Marine Fish) (Rank Percentile),Biodiversity Importance (Marine Crustacean) (Rank Percentile),Biodiversity Importance (Shell) (Rank Percentile),Biodiversity Importance (Seabird) (Rank Percentile),Biodiversity Importance (Marine Mammal) (Rank Percentile),Biodiversity Importance (Marine Algae) (Rank Percentile),Biodiversity Importance (Coral) (Rank Percentile),Biodiversity Importance (Marine Reptile) (Rank Percentile),Marine Fish Species Richness (Rank Percentile),Marine Crustacean Species Richness (Rank Percentile),Shell Species Richness (Rank Percentile),Seabird Species Richness (Rank Percentile),Marine Mammal Species Richness (Rank Percentile),Marine Algae Species Richness (Rank Percentile),Coral Species Richness (Rank Percentile),Marine Reptile Species Richness (Rank Percentile)
-62.0833333333333,10.5833333333333,52.3584976196289,0.9736,0.5839,0.9842,0.9704,0.9745,0.9294,0.975,0.9699,0.9588,0.995,1112.0,479.0,400.0,16.0,23.0,128.0,24.0,12.0,2.639999999999998,58.1,1.5800000000000036,2.959999999999996,2.5499999999999967,7.06,2.500000000000002,3.0100000000000016,4.120000000000001,0.5000000000000004,3.6,3.6,3.4,11.9,4.0,5.1,13.1,3.1
-43.25,-22.9166666666667,263.502532958984,0.9995,0.0431,0.996,0.9931,0.9969,0.9959,1.0,0.9846,0.9757,0.9967,1098.0,548.0,734.0,49.0,41.0,146.0,27.0,10.0,0.04999999999999449,100.0,0.40000000000000036,0.6900000000000017,0.30999999999999917,0.40999999999999925,0.0,1.539999999999997,2.429999999999999,0.32999999999999696,3.7,2.8,1.4,0.4,0.1,3.4,12.5,3.9
-93.0833333333333,28.25,,0.9526,0.3887,0.9728,0.9699,0.9628,0.8241,0.9223,0.9397,0.9605,0.9742,756.0,456.0,252.0,9.0,20.0,33.0,20.0,7.0,4.74,89.7,2.72,3.0100000000000016,3.720000000000001,17.589999999999996,7.77,6.030000000000002,3.949999999999998,2.5800000000000045,5.2,3.9,5.3,27.0,6.1,20.8,14.0,5.8
-81.4166666666667,24.4166666666667,,0.9959,0.4722,0.9954,0.9961,0.9968,0.9607,0.9845,0.979,0.9991,0.9796,2311.0,1159.0,1211.0,24.0,28.0,147.0,257.0,9.0,0.40999999999999925,80.5,0.46000000000000485,0.39000000000000146,0.31999999999999806,3.93,1.5499999999999958,2.100000000000002,0.09000000000000119,2.0399999999999974,0.7,0.2,0.4,5.3,1.9,3.3,1.8,4.4
-66.0833333333333,18.4166666666667,226.599594116211,0.9982,0.3491,0.9967,0.9963,0.9976,0.9861,0.9937,0.993,0.9995,0.9877,2676.0,1183.0,1486.0,29.0,28.0,172.0,266.0,12.0,0.18000000000000238,93.1,0.32999999999999696,0.37000000000000366,0.23999999999999577,1.3900000000000023,0.6299999999999972,0.7000000000000006,0.04999999999999449,1.2299999999999978,0.3,0.2,0.1,3.1,1.9,1.5,1.6,3.1
-79.5833333333333,1.58333333333334,,0.9263,0.7865,0.9532,0.9127,0.9324,0.9521,0.8066,0.9128,0.9485,0.9451,558.0,276.0,106.0,17.0,18.0,36.0,25.0,6.0,7.369999999999999,14.2,4.679999999999995,8.730000000000004,6.76,4.790000000000005,19.340000000000003,8.720000000000006,5.149999999999999,5.489999999999995,6.2,7.6,9.2,10.8,8.1,20.1,12.9,6.7
-45.75,-23.75,187.151275634766,0.9987,0.6081,0.9976,0.9994,0.9994,0.9966,0.9977,0.9908,0.9893,0.9966,1235.0,760.0,824.0,52.0,45.0,174.0,58.0,10.0,0.12999999999999678,52.2,0.23999999999999577,0.060000000000004494,0.060000000000004494,0.33999999999999586,0.22999999999999687,0.9199999999999986,1.0700000000000043,0.33999999999999586,3.2,1.2,1.1,0.3,0.0,1.4,9.0,3.9
-65.5833333333333,18.25,62.0078315734863,0.9998,0.5216,0.9988,0.999,0.9996,0.9845,0.9989,0.9976,0.9998,0.9973,2979.0,1420.0,1874.0,37.0,33.0,200.0,278.0,13.0,0.019999999999997797,72.3,0.11999999999999789,0.10000000000000009,0.039999999999995595,1.5499999999999958,0.10999999999999899,0.23999999999999577,0.019999999999997797,0.27000000000000357,0.1,0.0,0.0,1.3,0.9,0.6,1.4,2.8
-65.5833333333333,18.25,62.0078315734863,0.9998,0.5216,0.9988,0.999,0.9996,0.9845,0.9989,0.9976,0.9998,0.9973,2979.0,1420.0,1874.0,37.0,33.0,200.0,278.0,13.0,0.019999999999997797,72.3,0.11999999999999789,0.10000000000000009,0.039999999999995595,1.5499999999999958,0.10999999999999899,0.23999999999999577,0.019999999999997797,0.27000000000000357,0.1,0.0,0.0,1.3,0.9,0.6,1.4,2.8
-82.4166666666667,27.9166666666667,226.221237182617,0.9989,0.1369,0.9982,0.9983,0.9992,0.9657,0.9973,0.9832,0.9566,1.0,1245.0,707.0,1045.0,20.0,30.0,139.0,25.0,13.0,0.10999999999999899,99.8,0.18000000000000238,0.17000000000000348,0.08000000000000229,3.4299999999999997,0.27000000000000357,1.6800000000000037,4.34,0.0,3.1,1.4,0.6,7.9,1.4,4.0,12.9,2.8
-92.25,19.4166666666667,,0.9564,0.6488,0.9654,0.9813,0.9675,0.8343,0.8716,0.955,0.9705,0.9613,1364.0,801.0,471.0,13.0,16.0,100.0,173.0,7.0,4.359999999999998,41.6,3.4599999999999964,1.870000000000005,3.2499999999999973,16.569999999999997,12.839999999999996,4.5000000000000036,2.949999999999997,3.8699999999999957,2.7,1.0,2.8,17.1,10.3,8.5,4.1,5.8
-94.5833333333333,29.25,,0.992,0.6843,0.9916,0.9919,0.9906,0.9597,0.9959,0.958,0.9554,0.9983,1029.0,632.0,584.0,16.0,25.0,88.0,22.0,9.0,0.8000000000000007,31.8,0.8399999999999963,0.8099999999999996,0.9399999999999964,4.03,0.40999999999999925,4.200000000000004,4.459999999999997,0.17000000000000348,4.0,2.0,2.0,11.9,3.0,10.3,13.5,4.4
-65.5833333333333,18.25,62.0078315734863,0.9998,0.5216,0.9988,0.999,0.9996,0.9845,0.9989,0.9976,0.9998,0.9973,2979.0,1420.0,1874.0,37.0,33.0,200.0,278.0,13.0,0.019999999999997797,72.3,0.11999999999999789,0.10000000000000009,0.039999999999995595,1.5499999999999958,0.10999999999999899,0.23999999999999577,0.019999999999997797,0.27000000000000357,0.1,0.0,0.0,1.3,0.9,0.6,1.4,2.8
-46.25,-24.0833333333333,11.7648544311523,0.9972,0.5639,0.9905,0.9976,0.9969,0.9939,0.9992,0.9842,0.9846,0.9949,1123.0,699.0,752.0,53.0,45.0,160.0,40.0,9.0,0.28000000000000247,62.5,0.9499999999999953,0.23999999999999577,0.30999999999999917,0.6099999999999994,0.08000000000000229,1.5800000000000036,1.539999999999997,0.5099999999999993,3.6,1.5,1.3,0.3,0.0,2.3,10.6,4.4
-93.25,29.5833333333333,,0.9869,0.4903,0.9842,0.9851,0.9859,0.9531,0.9938,0.956,0.9465,0.9979,886.0,526.0,475.0,15.0,24.0,72.0,14.0,9.0,1.31,77.7,1.5800000000000036,1.4900000000000024,1.4100000000000001,4.690000000000005,0.6199999999999983,4.400000000000004,5.35,0.20999999999999908,4.6,3.0,2.7,13.3,3.4,12.8,16.1,4.4
-82.0833333333333,24.25,,0.9838,0.5443,0.986,0.9861,0.9893,0.941,0.972,0.9585,0.9938,0.9738,1604.0,866.0,724.0,21.0,25.0,99.0,170.0,9.0,1.6199999999999992,67.9,1.4000000000000012,1.3900000000000023,1.0700000000000043,5.900000000000006,2.8000000000000025,4.149999999999999,0.6199999999999983,2.62,2.0,0.8,1.4,7.2,3.0,8.6,4.2,4.4
-90.25,29.0833333333333,48.0502243041992,0.9846,0.5985,0.9833,0.9834,0.9873,0.9636,0.9901,0.9483,0.9393,0.9967,941.0,490.0,450.0,14.0,25.0,84.0,14.0,10.0,1.539999999999997,54.7,1.6700000000000048,1.6599999999999948,1.2700000000000045,3.639999999999999,0.990000000000002,5.169999999999996,6.069999999999998,0.32999999999999696,4.3,3.5,2.9,15.1,3.0,10.9,16.1,3.9
-74.75,19.25,,0.8843,0.5729,0.9039,0.904,0.9231,0.7875,0.8582,0.8981,0.9315,0.9188,346.0,248.0,91.0,9.0,12.0,23.0,26.0,3.0,11.570000000000002,60.5,9.609999999999996,9.599999999999998,7.689999999999997,21.250000000000004,14.180000000000003,10.19,6.8500000000000005,8.120000000000005,7.7,8.8,10.0,27.0,15.4,23.7,12.7,17.9
-89.9166666666667,28.75,,0.974,0.5141,0.9857,0.9806,0.9816,0.9313,0.9775,0.9429,0.9641,0.9851,1165.0,608.0,425.0,14.0,26.0,68.0,31.0,10.0,2.6000000000000023,73.6,1.429999999999998,1.9399999999999973,1.8399999999999972,6.869999999999998,2.2499999999999964,5.710000000000004,3.5900000000000043,1.4900000000000024,3.4,2.2,3.1,15.1,2.6,13.6,11.8,3.9
-89.25,29.0833333333333,123.128692626953,0.9752,0.3653,0.977,0.9683,0.9814,0.9505,0.9827,0.9076,0.9311,0.9933,656.0,290.0,256.0,16.0,22.0,23.0,7.0,7.0,2.4800000000000044,91.8,2.300000000000002,3.169999999999995,1.859999999999995,4.949999999999999,1.7299999999999982,9.240000000000004,6.889999999999996,0.6700000000000039,5.7,7.1,5.2,11.9,4.6,23.7,22.5,5.8
-92.0833333333333,29.25,,0.9776,0.7256,0.9775,0.9741,0.9776,0.936,0.9845,0.9231,0.9267,0.9963,635.0,360.0,264.0,13.0,22.0,39.0,6.0,8.0,2.2399999999999975,22.3,2.2499999999999964,2.5900000000000034,2.2399999999999975,6.399999999999995,1.5499999999999958,7.689999999999997,7.330000000000004,0.37000000000000366,5.8,5.4,5.1,17.1,4.6,19.5,24.4,5.0
-64.9166666666667,18.4166666666667,53.7970275878906,0.9974,0.4324,0.9956,0.9994,0.9992,0.9723,0.9564,0.9967,0.9984,0.9755,2822.0,1551.0,1672.0,35.0,26.0,200.0,281.0,9.0,0.26000000000000467,85.4,0.43999999999999595,0.060000000000004494,0.08000000000000229,2.7699999999999947,4.359999999999998,0.32999999999999696,0.16000000000000458,2.4499999999999966,0.2,0.0,0.0,1.6,2.6,0.6,1.3,4.4
-79.0833333333333,9.75,,0.955,0.4635,0.9696,0.9657,0.9675,0.8661,0.8879,0.943,0.9781,0.9645,1012.0,529.0,331.0,15.0,18.0,72.0,62.0,7.0,4.5000000000000036,81.7,3.0399999999999983,3.4299999999999997,3.2499999999999973,13.390000000000002,11.209999999999997,5.700000000000005,2.190000000000003,3.5499999999999976,4.0,3.0,4.1,13.3,8.1,12.8,8.7,5.8
-106.25,20.75,,0.927,0.5846,0.9424,0.9133,0.8964,0.9484,0.9719,0.85,0.924,0.9299,394.0,314.0,44.0,18.0,21.0,1.0,18.0,5.0,7.299999999999995,58.0,5.759999999999998,8.67,10.360000000000003,5.159999999999998,2.8100000000000014,15.000000000000002,7.599999999999996,7.010000000000005,7.3,6.5,15.1,9.7,5.3,67.5,14.6,8.6
-65.0833333333333,18.0833333333333,,0.992,0.4244,0.9929,0.9907,0.9898,0.9849,0.9773,0.991,0.9987,0.9682,2509.0,1126.0,1094.0,38.0,29.0,165.0,266.0,7.0,0.8000000000000007,86.2,0.7099999999999995,0.9299999999999975,1.0199999999999987,1.5100000000000002,2.2700000000000053,0.9000000000000008,0.12999999999999678,3.180000000000005,0.5,0.2,0.5,1.2,1.7,1.9,1.6,5.8
-157.916666666667,21.4166666666667,306.317535400391,0.9998,0.2101,0.9996,0.9999,0.9999,0.9998,0.9199,0.9999,0.9997,0.9816,2008.0,832.0,1085.0,45.0,19.0,181.0,226.0,9.0,0.019999999999997797,99.2,0.039999999999995595,0.009999999999998899,0.009999999999998899,0.019999999999997797,8.009999999999994,0.009999999999998899,0.029999999999996696,1.8399999999999972,1.2,0.9,0.5,0.6,7.0,1.1,2.6,4.4
-92.5833333333333,18.75,,0.9747,0.269,0.9841,0.9855,0.983,0.9531,0.9614,0.9717,0.9526,0.9882,1507.0,749.0,660.0,29.0,27.0,151.0,76.0,12.0,2.529999999999999,97.7,1.5900000000000025,1.4499999999999957,1.7000000000000015,4.690000000000005,3.8599999999999968,2.829999999999999,4.74,1.1800000000000033,2.3,1.2,1.7,3.1,2.2,3.0,7.8,3.1
-64.75,17.75,132.549896240234,0.9767,0.3621,0.9862,0.9835,0.9806,0.9645,0.9585,0.9639,0.9881,0.9527,1721.0,741.0,611.0,30.0,22.0,102.0,130.0,7.0,2.3299999999999987,92.0,1.3800000000000034,1.649999999999996,1.9399999999999973,3.5499999999999976,4.149999999999999,3.610000000000002,1.1900000000000022,4.73,1.8,1.3,1.9,2.7,4.6,8.2,5.5,5.8
-69.0833333333333,19.4166666666667,,0.9349,0.4191,0.9466,0.9458,0.9573,0.9193,0.9034,0.9489,0.9608,0.9369,1075.0,458.0,304.0,21.0,19.0,82.0,71.0,4.0,6.510000000000005,86.8,5.34,5.420000000000003,4.269999999999996,8.07,9.660000000000002,5.110000000000003,3.9200000000000013,6.310000000000004,3.8,3.9,4.5,7.2,7.0,11.2,8.1,12.1
-69.0833333333333,19.4166666666667,,0.9349,0.4191,0.9466,0.9458,0.9573,0.9193,0.9034,0.9489,0.9608,0.9369,1075.0,458.0,304.0,21.0,19.0,82.0,71.0,4.0,6.510000000000005,86.8,5.34,5.420000000000003,4.269999999999996,8.07,9.660000000000002,5.110000000000003,3.9200000000000013,6.310000000000004,3.8,3.9,4.5,7.2,7.0,11.2,8.1,12.1
-158.083333333333,21.25,37.6326103210449,0.9995,0.6259,0.9992,0.9992,0.9997,0.9998,0.9482,0.9998,0.9996,0.975,1962.0,797.0,1033.0,46.0,22.0,182.0,226.0,9.0,0.04999999999999449,47.6,0.08000000000000229,0.08000000000000229,0.029999999999996696,0.019999999999997797,5.179999999999996,0.019999999999997797,0.039999999999995595,2.500000000000002,1.3,1.0,0.6,0.6,4.6,1.1,2.6,4.4
-66.75,17.9166666666667,39.2373085021973,0.9992,0.3872,0.9986,0.9992,0.9988,0.9943,0.992,0.9963,0.9998,0.9787,2874.0,1483.0,1676.0,40.0,28.0,186.0,291.0,10.0,0.08000000000000229,89.9,0.13999999999999568,0.08000000000000229,0.11999999999999789,0.5700000000000038,0.8000000000000007,0.37000000000000366,0.019999999999997797,2.1299999999999986,0.2,0.0,0.0,0.9,1.9,0.9,1.1,3.9
-88.4166666666667,30.25,7.42126512527466,0.9904,0.4941,0.991,0.9944,0.9919,0.9562,0.9915,0.9688,0.9451,0.9972,928.0,608.0,590.0,16.0,26.0,104.0,15.0,8.0,0.9600000000000053,77.1,0.9000000000000008,0.5600000000000049,0.8099999999999996,4.3799999999999955,0.8499999999999952,3.1200000000000006,5.489999999999995,0.28000000000000247,4.4,2.2,2.0,11.9,2.6,7.9,15.7,5.0
-64.75,17.75,132.549896240234,0.9767,0.3621,0.9862,0.9835,0.9806,0.9645,0.9585,0.9639,0.9881,0.9527,1721.0,741.0,611.0,30.0,22.0,102.0,130.0,7.0,2.3299999999999987,92.0,1.3800000000000034,1.649999999999996,1.9399999999999973,3.5499999999999976,4.149999999999999,3.610000000000002,1.1900000000000022,4.73,1.8,1.3,1.9,2.7,4.6,8.2,5.5,5.8
-64.75,17.75,132.549896240234,0.9767,0.3621,0.9862,0.9835,0.9806,0.9645,0.9585,0.9639,0.9881,0.9527,1721.0,741.0,611.0,30.0,22.0,102.0,130.0,7.0,2.3299999999999987,92.0,1.3800000000000034,1.649999999999996,1.9399999999999973,3.5499999999999976,4.149999999999999,3.610000000000002,1.1900000000000022,4.73,1.8,1.3,1.9,2.7,4.6,8.2,5.5,5.8
-94.0833333333333,28.5833333333333,,0.9588,0.543,0.9731,0.9695,0.9693,0.865,0.9511,0.9513,0.956,0.9823,842.0,539.0,353.0,14.0,23.0,48.0,23.0,9.0,4.120000000000001,68.1,2.6900000000000035,3.049999999999997,3.069999999999995,13.5,4.890000000000006,4.8699999999999966,4.400000000000004,1.770000000000005,4.8,2.9,3.8,15.1,4.0,17.5,13.3,4.4
-80.0833333333333,25.75,22.440071105957,0.9997,0.3202,0.9992,0.9996,0.9999,0.9778,0.9945,0.9902,0.9994,0.9951,2542.0,1271.0,1677.0,23.0,29.0,163.0,257.0,13.0,0.029999999999996696,95.2,0.08000000000000229,0.039999999999995595,0.009999999999998899,2.2199999999999998,0.5499999999999949,0.9800000000000031,0.060000000000004494,0.49000000000000155,0.4,0.1,0.0,5.9,1.7,2.1,1.8,2.8
-80.0833333333333,26.0833333333333,108.797157287598,0.9998,0.1914,0.9993,0.9998,1.0,0.9834,0.9898,0.9876,0.9999,0.9935,2354.0,1228.0,1588.0,21.0,26.0,149.0,254.0,11.0,0.019999999999997797,99.4,0.07000000000000339,0.019999999999997797,0.0,1.6599999999999948,1.0199999999999987,1.2399999999999967,0.009999999999998899,0.649999999999995,0.7,0.1,0.1,7.2,2.6,3.1,1.9,3.5
-60.9166666666667,10.25,4.22697782516479,0.9678,0.5928,0.9843,0.9656,0.9712,0.9059,0.9647,0.957,0.9564,0.9903,971.0,435.0,330.0,14.0,16.0,93.0,19.0,9.0,3.2200000000000006,56.1,1.5700000000000047,3.4399999999999986,2.880000000000005,9.409999999999997,3.53,4.300000000000004,4.359999999999998,0.9700000000000042,4.2,4.2,4.1,15.1,10.3,9.5,14.3,4.4
-62.25,17.25,,0.9885,0.3887,0.9891,0.9956,0.9925,0.9475,0.9455,0.9814,0.9951,0.9688,2405.0,1215.0,1122.0,24.0,25.0,135.0,232.0,8.0,1.1499999999999955,89.7,1.090000000000002,0.43999999999999595,0.7499999999999951,5.249999999999999,5.449999999999999,1.859999999999995,0.49000000000000155,3.1200000000000006,0.6,0.1,0.5,5.3,3.0,4.4,2.4,5.0
-93.0833333333333,29.5833333333333,,0.9852,0.4361,0.9826,0.982,0.9847,0.9552,0.9935,0.9538,0.9399,0.9976,853.0,487.0,429.0,15.0,25.0,67.0,10.0,10.0,1.4800000000000035,85.0,1.739999999999997,1.8000000000000016,1.529999999999998,4.479999999999995,0.649999999999995,4.620000000000002,6.010000000000004,0.23999999999999577,4.7,3.5,3.1,13.3,3.0,13.7,18.8,3.9
-80.0833333333333,26.0833333333333,108.797157287598,0.9998,0.1914,0.9993,0.9998,1.0,0.9834,0.9898,0.9876,0.9999,0.9935,2354.0,1228.0,1588.0,21.0,26.0,149.0,254.0,11.0,0.019999999999997797,99.4,0.07000000000000339,0.019999999999997797,0.0,1.6599999999999948,1.0199999999999987,1.2399999999999967,0.009999999999998899,0.649999999999995,0.7,0.1,0.1,7.2,2.6,3.1,1.9,3.5
-157.916666666667,21.25,42.4367752075195,0.9999,0.4924,0.9999,1.0,0.9999,0.9992,0.9168,0.9997,0.9986,0.9738,1892.0,790.0,995.0,42.0,20.0,179.0,220.0,9.0,0.009999999999998899,77.4,0.009999999999998899,0.0,0.009999999999998899,0.08000000000000229,8.320000000000006,0.029999999999996696,0.13999999999999568,2.62,1.4,1.0,0.7,0.8,6.1,1.2,2.8,4.4
-89.9166666666667,28.9166666666667,,0.977,0.5956,0.9883,0.9821,0.9839,0.9438,0.9829,0.9512,0.9557,0.9877,1164.0,606.0,436.0,14.0,27.0,78.0,22.0,10.0,2.300000000000002,55.4,1.1700000000000044,1.7900000000000027,1.6100000000000003,5.620000000000003,1.7100000000000004,4.8799999999999955,4.430000000000001,1.2299999999999978,3.4,2.2,3.0,15.1,2.2,11.8,13.5,3.9
-63.0833333333333,17.5833333333333,,0.9937,0.3947,0.9943,0.9979,0.9957,0.9681,0.9513,0.988,0.9978,0.9685,2573.0,1380.0,1314.0,26.0,24.0,166.0,280.0,8.0,0.6299999999999972,89.2,0.5700000000000038,0.20999999999999908,0.42999999999999705,3.190000000000004,4.8699999999999966,1.200000000000001,0.21999999999999797,3.1499999999999972,0.4,0.0,0.2,4.3,3.4,1.9,1.3,5.0
-91.5833333333333,29.5833333333333,89.653434753418,0.9684,0.5053,0.9682,0.9483,0.9611,0.9445,0.9687,0.8639,0.6315,0.9943,335.0,144.0,73.0,9.0,12.0,7.0,0.0,6.0,3.159999999999996,75.2,3.180000000000005,5.169999999999996,3.8900000000000046,5.549999999999999,3.1299999999999994,13.61,36.85000000000001,0.5700000000000038,7.9,17.4,11.5,27.0,15.4,35.9,100.0,6.7
-67.25,18.0833333333333,41.6502532958984,0.9998,0.444,0.999,0.9999,0.9999,0.9818,0.9871,0.997,0.9999,0.9879,3097.0,1797.0,1978.0,40.0,30.0,202.0,290.0,12.0,0.019999999999997797,84.1,0.10000000000000009,0.009999999999998899,0.009999999999998899,1.8199999999999994,1.2900000000000023,0.30000000000000027,0.009999999999998899,1.21,0.0,0.0,0.0,0.9,1.4,0.5,1.1,3.1
-82.75,27.5833333333333,14.4677181243896,0.9995,0.4011,0.9982,0.9995,0.9998,0.9738,0.9975,0.9777,0.9824,0.9998,1491.0,922.0,1306.0,22.0,30.0,148.0,63.0,12.0,0.04999999999999449,88.6,0.18000000000000238,0.04999999999999449,0.019999999999997797,2.62,0.24999999999999467,2.2299999999999986,1.759999999999995,0.019999999999997797,2.3,0.6,0.3,6.5,1.4,3.2,8.6,3.1
-168.25,-14.5833333333333,,0.8313,0.5852,0.8792,0.7028,0.8031,0.9242,0.6455,0.8829,0.891,0.6943,239.0,64.0,26.0,24.0,4.0,11.0,13.0,2.0,16.869999999999997,57.8,12.080000000000002,29.720000000000002,19.689999999999998,7.579999999999998,35.45,11.709999999999997,10.899999999999999,30.569999999999997,9.5,40.0,19.7,5.3,43.5,30.7,16.6,28.6
